"rankingString","cuisines/0","cuisines/1","cuisines/2","cuisines/3","cuisines/4","cuisines/5","cuisines/6","cuisines/7","cuisines/8","cuisines/9","cuisines/10","cuisines/11","cuisines/12","cuisines/13","cuisines/14","image","photoCount","ancestorLocations/0/abbreviation","ancestorLocations/0/id","ancestorLocations/0/name","ancestorLocations/0/subcategory","ancestorLocations/1/abbreviation","ancestorLocations/1/id","ancestorLocations/1/name","ancestorLocations/1/subcategory","ancestorLocations/2/abbreviation","ancestorLocations/2/id","ancestorLocations/2/name","ancestorLocations/2/subcategory","menuWebUrl","openNowText","website","ratingHistogram/count1","ratingHistogram/count2","ratingHistogram/count3","ratingHistogram/count4","ratingHistogram/count5","addressObj/city","addressObj/country","addressObj/postalcode","addressObj/state","addressObj/street1","addressObj/street2","neighborhoodLocations/0/id","neighborhoodLocations/0/name","localName","rawRanking","establishmentTypes/0","establishmentTypes/1","priceLevel","phone","type","numberOfReviews","isClosed","subcategories/0","description","locationString","isLongClosed","localAddress","category","id","email","rankingPosition","rankingDenominator","name","rating","ownersTopReasons","ownersTopReasons/sectionHeader","ownersTopReasons/sponsoredBy","ownersTopReasons/topReasons/0/header","ownersTopReasons/topReasons/0/image_url","ownersTopReasons/topReasons/0/isSearchTerm","ownersTopReasons/topReasons/0/keyword","ownersTopReasons/topReasons/0/linkText","ownersTopReasons/topReasons/0/rank","ownersTopReasons/topReasons/0/review","ownersTopReasons/topReasons/0/review/rating","ownersTopReasons/topReasons/0/review/reviewId","ownersTopReasons/topReasons/0/review/screenName","ownersTopReasons/topReasons/0/text","ownersTopReasons/topReasons/1/header","ownersTopReasons/topReasons/1/image_url","ownersTopReasons/topReasons/1/isSearchTerm","ownersTopReasons/topReasons/1/keyword","ownersTopReasons/topReasons/1/linkText","ownersTopReasons/topReasons/1/rank","ownersTopReasons/topReasons/1/review","ownersTopReasons/topReasons/1/review/rating","ownersTopReasons/topReasons/1/review/reviewId","ownersTopReasons/topReasons/1/review/screenName","ownersTopReasons/topReasons/1/text","ownersTopReasons/topReasons/2/header","ownersTopReasons/topReasons/2/image_url","ownersTopReasons/topReasons/2/isSearchTerm","ownersTopReasons/topReasons/2/keyword","ownersTopReasons/topReasons/2/linkText","ownersTopReasons/topReasons/2/rank","ownersTopReasons/topReasons/2/review","ownersTopReasons/topReasons/2/review/rating","ownersTopReasons/topReasons/2/review/reviewId","ownersTopReasons/topReasons/2/review/screenName","ownersTopReasons/topReasons/2/text","priceRange","hours","hours/timezone","hours/weekRanges/0/0/close","hours/weekRanges/0/0/open","hours/weekRanges/0/1/close","hours/weekRanges/0/1/open","hours/weekRanges/0/2/close","hours/weekRanges/0/2/open","hours/weekRanges/1/0/close","hours/weekRanges/1/0/open","hours/weekRanges/1/1/close","hours/weekRanges/1/1/open","hours/weekRanges/1/2/close","hours/weekRanges/1/2/open","hours/weekRanges/2/0/close","hours/weekRanges/2/0/open","hours/weekRanges/2/1/close","hours/weekRanges/2/1/open","hours/weekRanges/2/2/close","hours/weekRanges/2/2/open","hours/weekRanges/3/0/close","hours/weekRanges/3/0/open","hours/weekRanges/3/1/close","hours/weekRanges/3/1/open","hours/weekRanges/3/2/close","hours/weekRanges/3/2/open","hours/weekRanges/4/0/close","hours/weekRanges/4/0/open","hours/weekRanges/4/1/close","hours/weekRanges/4/1/open","hours/weekRanges/4/2/close","hours/weekRanges/4/2/open","hours/weekRanges/5/0/close","hours/weekRanges/5/0/open","hours/weekRanges/5/1/close","hours/weekRanges/5/1/open","hours/weekRanges/5/2/close","hours/weekRanges/5/2/open","hours/weekRanges/6/0/close","hours/weekRanges/6/0/open","hours/weekRanges/6/1/close","hours/weekRanges/6/1/open","hours/weekRanges/6/2/close","hours/weekRanges/6/2/open","address","webUrl","latitude","longitude","mealTypes/0","mealTypes/1","mealTypes/2","mealTypes/3","mealTypes/4","mealTypes/5","dietaryRestrictions/0","dietaryRestrictions/1","dietaryRestrictions/2","dietaryRestrictions/3","dietaryRestrictions/4","dietaryRestrictions/5","features/0","features/1","features/2","features/3","features/4","features/5","features/6","features/7","features/8","features/9","features/10","features/11","features/12","features/13","features/14","features/15","features/16","features/17","features/18","features/19","features/20","features/21","features/22","features/23","features/24","features/25","features/26","features/27","features/28","features/29","dishes/0","dishes/1","dishes/2","dishes/3","dishes/4","dishes/5","dishes/6","dishes/7","dishes/8","dishes/9","dishes/10","dishes/11","dishes/12","dishes/13","dishes/14","dishes/15","dishes/16","dishes/17","dishes/18","dishes/19","dishes/20","dishes/21","dishes/22"
"#68 of 1,048 places to eat in Nairobi","American","Steakhouse","Bar","Barbecue","Grill","Vegetarian Friendly",,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-w/17/83/d1/e1/logo.jpg","102",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"https://www.spursteakranches.com/ke/article/menu?utm_source=Tripadvisor&utm_medium=menu_link&utm_campaign=SP&utm_content=SP","Closes in 10 min","http://www.spursteakranches.com/ke?utm_source=Tripadvisor&utm_medium=website_link&utm_campaign=SP&utm_content=SP","9","16","37","94","86","Nairobi","Kenya","623",,"Eka Hotel, Mombasa Road, No 209/14066",,,,"","3.6337080001831055","Restaurants",,"$$ - $$$","+254 706 101106","RESTAURANT","242","false","Sit down","Spur serves its famous flame-grilled burgers and steaks, fresh salads and decadent desserts to families from all over the world. As a distinctly family-orientated band, we offer an environment where the whole “tribe” can come relax and enjoy themselves. This is the way it has always been at Spur and the reason why we have found a special place in the hearts of our customer over several generations!","Nairobi","false",,"restaurant","4020263","info@soaringeaglespur.com","68","833","Soaring Eagle Spur - Nairobi","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"Eka Hotel, Mombasa Road, No 209/14066, Nairobi 623 Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d4020263-Reviews-Soaring_Eagle_Spur_Nairobi-Nairobi.html","-1.32391","36.84449","Lunch","Dinner",,,,,"Lunch","Dinner",,,,,"Takeout","Reservations","Seating","Parking Available","Highchairs Available","Wheelchair Accessible","Serves Alcohol","Buffet","Validated Parking","Television","Full Bar","Free Wifi",,,,,,,,,,,,,,,,,,,"Ice Cream","Burger","Ribs","Salad","Wings","Pork",,,,,,,,,,,,,,,,,
"#35 of 1,048 places to eat in Nairobi","Indian","Asian","Vegetarian Friendly","Vegan Options","Halal","Gluten Free Options",,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-o/10/2c/7e/41/table-set-up.jpg","96",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,"Closes in 3 min","http://haandi-kenya.com/","20","29","88","268","314","Nairobi","Kenya","00800",,"The Mall Shopping Centre","Ring Rd Westlands, Westlands",,,"","4.031545162200928","Restaurants",,"$$ - $$$","+254 733 648294","RESTAURANT","719","false","Sit down","Haandi specialises in North Indian Frontier cuisine and true to the spirit of the original concept, the masalas are freshly-prepared daily, all the dishes are cooked to order and absolutely everything you eat is created on the premises. Our trademark glass fronted kitchens add an element of drama to each restaurant, allowing you, the diner, to watch the chefs as they create their own brand of magic. We have always insisted on the freshest, finest ingredients available and this policy has rewarded us with a reputation where quality is paramount and the satisfaction of you, the customer, always comes first. and of course the service is exemplary.","Nairobi","false",,"restaurant","802603","haandi@haandi-kenya.com","35","833","Haandi Restaurant","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","930","750","1350","1110",,,"930","750","1350","1110",,,"930","750","1350","1110",,,"930","750","1350","1110",,,"930","750","1350","1110",,,"930","750","1350","1110",,,"930","750","1350","1110",,,"The Mall Shopping Centre Ring Rd Westlands, Westlands, Nairobi 00800 Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d802603-Reviews-Haandi_Restaurant-Nairobi.html","-1.264386","36.802425","Lunch","Dinner","Late Night",,,,"Lunch","Dinner","Late Night",,,,"Outdoor Seating","Private Dining","Takeout","Reservations","Seating","Parking Available","Highchairs Available","Serves Alcohol","Full Bar","Wine and Beer","Accepts American Express","Accepts Mastercard","Accepts Visa","Free Wifi","Accepts Credit Cards","Table Service",,,,,,,,,,,,,,,"Juice & Smoothies","Chili","Curry","Prawns","Lamb","Fish",,,,,,,,,,,,,,,,,
"#41 of 1,048 places to eat in Nairobi","African","Ethiopian","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-m/1280/15/47/16/e0/photo1jpg.jpg","101",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"http://www.abyssiniarestaurantnairobi.com/menu/","Closes in 10 min","http://www.abyssiniarestaurantnairobi.com/","5","5","24","87","131","Nairobi","Kenya",,,"Brookside Grove","Westlands",,,"","3.9848644733428955","Restaurants",,"$$ - $$$","+254 725 151515","RESTAURANT","252","false","Sit down",,"Nairobi","false",,"restaurant","3794631",,"41","833","Abyssinia","4.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"Brookside Grove Westlands, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d3794631-Reviews-Abyssinia-Nairobi.html","-1.258031","36.7874","Lunch","Dinner","Late Night",,,,"Lunch","Dinner","Late Night",,,,"Takeout","Reservations","Outdoor Seating","Seating","Parking Available","Television","Wheelchair Accessible","Serves Alcohol","Full Bar","Table Service",,,,,,,,,,,,,,,,,,,,,"Juice & Smoothies","Beef","Lamb",,,,,,,,,,,,,,,,,,,,
"#67 of 1,048 places to eat in Nairobi","Indian","Asian","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-o/0e/64/4e/e9/photo0jpg.jpg","56",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"http://www.chowpatyrestaurants.com/page/menu","Closes in 10 min","http://www.chowpatyrestaurants.com","8","6","27","98","75","Nairobi","Kenya","",,"Shimmers Plaza","Westlands",,,"","3.6388449668884277","Restaurants",,"$$ - $$$","+254 733 999995","RESTAURANT","214","false","Sit down",,"Nairobi","false",,"restaurant","2640938",,"67","833","Chowpaty","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"1380","660",,,,,"Shimmers Plaza Westlands, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d2640938-Reviews-Chowpaty-Nairobi.html","-1.265561","36.80506","Lunch","Dinner","Brunch",,,,"Lunch","Dinner","Brunch",,,,"Delivery","Takeout","Reservations","Seating","Wheelchair Accessible","Serves Alcohol","Free Wifi","Table Service","Highchairs Available",,,,,,,,,,,,,,,,,,,,,,"Juice & Smoothies","Chili",,,,,,,,,,,,,,,,,,,,,
"#66 of 1,048 places to eat in Nairobi","Italian","French","European","Vegetarian Friendly","Vegan Options",,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-o/12/9d/b0/78/salmon.jpg","135",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"https://www.facebook.com/45degreesKitchen/photos/pm.2647625628800886/2647625648800884/?type=1&theater","Closes in 10 min","http://www.45degrees.kitchen","6","4","6","16","94","Nairobi","Kenya",,,"Marurui Road","Garden Estate",,,"","3.663520097732544","Restaurants",,"$$$$","+254 705 151086","RESTAURANT","119","false",,"The restaurant features a sustainably and organically grown ingredient-driven menu, utilizing produce from the restaurant's organic garden. While the menu holds its foundation in American dishes, it is influenced by French and Italian provincial cuisine. Our current hours are from 12pm to 11pm daily. Restaurant | Gallery | Bocce Courts","Nairobi","false",,"restaurant","8826537","45degreeskitchen@gmail.com","66","833","45 Degrees Kitchen","4.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"1380","720",,,,,"Marurui Road Garden Estate, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d8826537-Reviews-45_Degrees_Kitchen-Nairobi.html","-1.226986","36.863926","Dinner","Lunch","Late Night",,,,"Dinner","Lunch","Late Night",,,,"Takeout","Reservations","Outdoor Seating","Seating","Parking Available","Wheelchair Accessible","Serves Alcohol","Wine and Beer","Accepts Mastercard","Accepts Visa","Free Wifi","Table Service","Highchairs Available",,,,,,,,,,,,,,,,,,"Crab","Crab Cake","Salad","Risotto","Beef","Cakes","Fish",,,,,,,,,,,,,,,,
"#65 of 1,048 places to eat in Nairobi","European","Contemporary","Bar","Vegetarian Friendly",,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-o/17/eb/5b/7c/bone-in-steak.jpg","89",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,,"http://www.sierrapremium.com/","2","5","12","47","57","Nairobi","Kenya",,,"Argwings Kodhek Rd","Yaya Center, 2nd Floor",,,"","3.6731913089752197","Restaurants",,"$$ - $$$","+254 20 8068594","RESTAURANT","123","false","Sit down","Sierra brings together unique South African wines from the lesser known wine estates and dry aged grass fed angus beef for the steaks and burgers from the foothills of Mt.Kenya for a uniquely African experience. Sierra also has its own state-of-the-art brewery on Mombasa road and they therefore make their own stout beer.","Nairobi","false",,"restaurant","3452474","info@ozzbeco.com","65","833","Sierra Brasserie","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Argwings Kodhek Rd Yaya Center, 2nd Floor, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d3452474-Reviews-Sierra_Brasserie-Nairobi.html","-1.2923","36.78498","Lunch","Dinner",,,,,"Lunch","Dinner",,,,,"Takeout","Full Bar","Reservations","Seating","Parking Available","Wheelchair Accessible","Serves Alcohol","Accepts Mastercard","Accepts Visa","Cash Only","Accepts Credit Cards","Outdoor Seating",,,,,,,,,,,,,,,,,,,"Burger","Salad","Wings","Salmon","Beef","Fish",,,,,,,,,,,,,,,,,
"#64 of 1,048 places to eat in Nairobi","Steakhouse","African","Bar","Grill","Vegetarian Friendly","Vegan Options","Gluten Free Options",,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-o/1c/2a/7c/e2/come-experience-fine.jpg","346",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"https://ankole.co.ke/menu/","Open Now","http://www.ankole.co.ke","5","9","22","40","64","Nairobi","Kenya",,,"Galana Road","Ground Floor, Senteu Plaza",,,"","3.675266981124878","Restaurants",,"$$ - $$$","+254 710 202020","RESTAURANT","140","false","Sit down","Welcome to Ankole Grill!, Kilimani. Named after the beautiful, ancient, iconic cattle breed of East Africa, the Ankole Watusi, we aspire to bring you a unique African steak - house experience! A place where steak house meets West African cookshop. A place where Swahili coconut curry meets a bone-in ribeye steak grilled to perfection. Come in for breakfast, lunch or dinner. Sip a hand-crafted cocktail or a glass rich, subtle or delicate glass wine. Karibu!","Nairobi","false",,"restaurant","12626874","admin@ankole.co.ke","64","833","Ankole Grill Kilimani","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KES 44,471 - KES 474,355",,"Africa/Nairobi","1380","450",,,,,"1380","450",,,,,"1380","450",,,,,"1380","450",,,,,"1380","450",,,,,"1380","450",,,,,"1380","450",,,,,"Galana Road Ground Floor, Senteu Plaza, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d12626874-Reviews-Ankole_Grill_Kilimani-Nairobi.html","-1.289281","36.783157","Breakfast","Lunch","Dinner","Brunch","Drinks",,"Breakfast","Lunch","Dinner","Brunch","Drinks",,"Takeout","Reservations","Seating","Wheelchair Accessible","Serves Alcohol","Full Bar",,,,,,,,,,,,,,,,,,,,,,,,,"Burger","Wings","Chili","Lamb","Fish","Pork",,,,,,,,,,,,,,,,,
"#62 of 1,048 places to eat in Nairobi","American","African",,,,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-m/1280/26/b2/f6/86/mama-rocks-gourmet-burgers.jpg","95",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"http://www.mamarocksburgers.com/","Closed Now","http://www.mamarocksburgers.com","0","0","0","0","26","Nairobi","Kenya",,,"Uhuru Highway","Highwayy Mal",,,"","3.6950600147247314","Restaurants",,,"+254 705 155155","RESTAURANT","26","false",,,"Nairobi","false",,"restaurant","24174865",,"62","833","Mama Rocks Gourmet Burgers - Mega Mall","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1200","720",,,,,"1200","720",,,,,"1200","720",,,,,"1200","720",,,,,"1200","720",,,,,"1350","600",,,,,"1350","600",,,,,"Uhuru Highway Highwayy Mal, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d24174865-Reviews-Mama_Rocks_Gourmet_Burgers_Mega_Mall-Nairobi.html","-1.290179","36.81919","Lunch","Dinner",,,,,"Lunch","Dinner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Burger","Wings",,,,,,,,,,,,,,,,,,,,,
"#2 of 29 places to eat in Karen","American","African",,,,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-m/1280/28/59/f9/15/wings-of-passion.jpg","24",,"12559418","Karen","City",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,"Closed Now","https://www.facebook.com/mamarocksburgers","0","0","1","2","30","Karen","Kenya",,,"70 Dagoretti Rd","House of Treasures Emporium",,,"","3.8014137744903564","Restaurants",,,"+254 705 155155","RESTAURANT","33","false",,"GOURMET BURGERS AFRICAN STYLE Bringing the African inspired ‘Gourmet Burger’ to the vibrant city of Nairobi, Mama Rocks is pioneering the Nairobi street food scene with an afro-cool food truck like no other. Created with love and the freshest, natural ingredients, every care has been taken to produce our range of exciting and unique burgers. Mama Rocks is brought to you by us, Samantha and Natalie, sisters who just want you to have great food and have fun! On a regular day you will can find our Food Truck based in House of Treasures, 70 Dagoretti Road/ Africa Reit Lane, Karen. Opposite The Hub Mall. The Mama Rocks food truck will also be COMING TO YOU – at the heart of the events scene. Follow us on Facebook or Instagram social media to keep updated about our location. And if you’re not there, MAMA DELIVERS through our partners Hello Food (Mama Rocks), Jumia and Uber eats. MAMA also caters,so for a fun alternative catering.","Karen, Nairobi","false",,"restaurant","23822743","info@mamarocksburgers.com","2","22","Mama Rocks Gourmet Burgers - Karen","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1170","720",,,,,,,,,,,"1170","720",,,,,"1170","720",,,,,"1170","720",,,,,"1170","720",,,,,"1170","720",,,,,"70 Dagoretti Rd House of Treasures Emporium, Karen, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g12559418-d23822743-Reviews-Mama_Rocks_Gourmet_Burgers_Karen-Karen_Nairobi.html","-1.312343","36.69905","Lunch","Dinner",,,,,"Lunch","Dinner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Burger",,,,,,,,,,,,,,,,,,,,,,
"#93 of 1,048 places to eat in Nairobi","Bar","Mediterranean","Lebanese","Pub","Middle Eastern","Vegetarian Friendly","Vegan Options",,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-o/0f/81/a4/40/caption.jpg","47",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,,"http://www.fourpointsnairobihurlingham.com","0","0","6","24","24","Nairobi","Kenya","1939 - 006",,"Argwings Kodhek Rd","Four Points by Sheraton",,,"","3.518994092941284","Restaurants",,"$$ - $$$","+254 20 2927000","RESTAURANT","54","false","Sit down",,"Nairobi","false",,"restaurant","6672512",,"93","832","Mezze on the Deck","4.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Argwings Kodhek Rd Four Points by Sheraton, Nairobi 1939 - 006 Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d6672512-Reviews-Mezze_on_the_Deck-Nairobi.html","-1.293732","36.79528","Dinner","Lunch",,,,,"Dinner","Lunch",,,,,"Reservations","Outdoor Seating","Seating","Serves Alcohol","Table Service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#96 of 1,048 places to eat in Nairobi","Indian","Asian","Vegetarian Friendly","Vegan Options",,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-o/16/62/9e/09/lovely-evening-sunset.jpg","36",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"https://tandooripatio.co.ke/indian/","Closes in 2 min","http://tandooripatio.co.ke/","2","1","9","25","34","Nairobi","Kenya",,,"Lower Kabete Road, The Pavilion, 2nd floor","Junction of Lower Kabete and Brookside drive, Next to Westside Tower",,,"","3.4995059967041016","Restaurants",,"$$ - $$$","+254 735 959595","RESTAURANT","71","false","Sit down",,"Nairobi","false",,"restaurant","8417064",,"96","833","Tandoori Patio","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KES 1,482 - KES 2,520",,"Africa/Nairobi","1350","690",,,,,"1350","690",,,,,"1350","690",,,,,"1350","690",,,,,"1350","690",,,,,"1350","690",,,,,"1350","690",,,,,"Lower Kabete Road, The Pavilion, 2nd floor Junction of Lower Kabete and Brookside drive, Next to Westside Tower, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d8417064-Reviews-Tandoori_Patio-Nairobi.html","-1.259149","36.801517","Lunch","Dinner","Drinks",,,,"Lunch","Dinner","Drinks",,,,"Delivery","Takeout","Reservations","Outdoor Seating","Seating","Parking Available","Wheelchair Accessible","Serves Alcohol","Full Bar","Free Wifi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#90 of 1,048 places to eat in Nairobi","African","International","Contemporary","Fusion",,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-m/1280/28/6c/48/60/chicken-shiro.jpg","71",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,"Closed today","http://www.facebook.com/Embarkrestaurant","0","0","1","1","23","Nairobi","Kenya",,,"80 Ngong Road","To the left of Velmac Furniture.",,,"","3.533554792404175","Restaurants",,"$$$$","+254 700 028963","RESTAURANT","25","false","Sit down","We are an intimate 12 - seater restaurant, offering a 7 courses tasting menu from Wednesdays - Sundays between 6:00 P.M. to 11:00 P.M. We also offer lunch on Saturdays and Sundays between 12:00 P.M. and 3:00 P.M.","Nairobi","false",,"restaurant","23044047","embarkation12@gmail.com","90","832","Embark Restaurant","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KES 1,111,770 - KES 1,630,596",,"Africa/Nairobi","900","720","1425","1080",,,,,,,,,,,,,,,"1440","1080",,,,,"1440","1080",,,,,"1440","1080",,,,,"900","720","1425","1080",,,"80 Ngong Road To the left of Velmac Furniture., Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d23044047-Reviews-Embark_Restaurant-Nairobi.html","-1.321254","36.708397","Dinner","Late Night","Drinks",,,,"Dinner","Late Night","Drinks",,,,"Reservations","Outdoor Seating","Private Dining","Parking Available","Free off-street parking","Serves Alcohol","Wine and Beer","Accepts Mastercard","Accepts Visa","Free Wifi","Accepts Credit Cards","Dog Friendly","Non-smoking restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#97 of 1,048 places to eat in Nairobi","African","Contemporary","International","Gluten Free Options",,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-s/01/b7/73/de/stuffed-fish.jpg","37",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,,"Open Now","http://www.fairmont.com/norfolk-hotel-nairobi/dining/lorddelamereterrace/","1","11","10","38","46","Nairobi","Kenya","00100",,"Fairmont Norfolk Hotel","Harry Thuku Rd","20484493","Nairobi Central Business District","","3.49747896194458","Restaurants",,"$$ - $$$","+254 20 2265000","RESTAURANT","106","false","Sit down","Provides a fresh modern environment with influences from the great history of the past. A lively and vibrant ambiance, all week throughout the weekend. Impeccable warm service and authentic Pan-African food as well as all time classics from all over the world, creatively presented. We bring our guests an experience to remember.","Nairobi","false",,"restaurant","1910872","kenya.reservations@fairmont.com","97","833","Lord Delamere Terrace","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1380","330",,,,,"1380","330",,,,,"1380","330",,,,,"1380","330",,,,,"1380","330",,,,,"1380","330",,,,,"1380","330",,,,,"Fairmont Norfolk Hotel Harry Thuku Rd, Nairobi 00100 Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d1910872-Reviews-Lord_Delamere_Terrace-Nairobi.html","-1.278416","36.816414","Lunch","Brunch","Breakfast","Dinner",,,"Lunch","Brunch","Breakfast","Dinner",,,"Takeout","Seating","Parking Available","Validated Parking","Valet Parking","Free off-street parking","Wheelchair Accessible","Serves Alcohol","Full Bar","Accepts American Express","Accepts Mastercard","Accepts Visa","Free Wifi","Reservations","Table Service","Outdoor Seating","Accepts Credit Cards",,,,,,,,,,,,,,"Juice & Smoothies","Salad","Fish",,,,,,,,,,,,,,,,,,,,
"#91 of 1,048 places to eat in Nairobi","Cafe","Diner","Healthy",,,,,,,,,,,,,"https://media-cdn.tripadvisor.com/media/photo-o/0d/8d/ff/4b/caption.jpg","41",,"294207","Nairobi","Municipality",,"294206","Kenya","Country",,,,,"https://www.javahouseafrica.com/our-menu/","Closed Now","http://javahouseafrica.com/","6","10","34","76","69","Nairobi","Kenya","",,"Mama Ngina Street","","20484493","Nairobi Central Business District","","3.5282137393951416","Restaurants",,"$$ - $$$","+254 721 494049","RESTAURANT","195","false","Sit down",,"Nairobi","false",,"restaurant","2074280","guest.relations@javahouseafrica.com","91","833","Java House Mama Ngina","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1200","480",,,,,"1320","390",,,,,"1320","390",,,,,"1320","390",,,,,"1320","390",,,,,"1320","390",,,,,"1260","420",,,,,"Mama Ngina Street, Nairobi Kenya","https://www.tripadvisor.com/Restaurant_Review-g294207-d2074280-Reviews-Java_House_Mama_Ngina-Nairobi.html","-1.285743","36.823074","Breakfast","Brunch","Lunch",,,,"Breakfast","Brunch","Lunch",,,,"Takeout","Seating","Highchairs Available","Free Wifi","Accepts Credit Cards",,,,,,,,,,,,,,,,,,,,,,,,,,"Juice & Smoothies","Sandwiches","Burger","Salad","Cakes",,,,,,,,,,,,,,,,,,
