cuisines/0,cuisines/1,cuisines/2,cuisines/3,cuisines/4,cuisines/5,cuisines/6,cuisines/7,cuisines/8,cuisines/9,cuisines/10,cuisines/11,cuisines/12,cuisines/13,cuisines/14,dishes/0,dishes/1,dishes/2,dishes/3,dishes/4,dishes/5,dishes/6,dishes/7,dishes/8,dishes/9,dishes/10,dishes/11,dishes/12,dishes/13,dishes/14,dishes/15,dishes/16,dishes/17,dishes/18,dishes/19,dishes/20,dishes/21,dishes/22,features/0,features/1,features/2,features/3,features/4,features/5,features/6,features/7,features/8,features/9,features/10,features/11,features/12,features/13,features/14,features/15,features/16,features/17,features/18,features/19,features/20,features/21,features/22,features/23,features/24,features/25,features/26,features/27,features/28,features/29,ownersTopReasons,ownersTopReasons/sectionHeader,ownersTopReasons/sponsoredBy,ownersTopReasons/topReasons/0/header,ownersTopReasons/topReasons/0/image_url,ownersTopReasons/topReasons/0/isSearchTerm,ownersTopReasons/topReasons/0/keyword,ownersTopReasons/topReasons/0/linkText,ownersTopReasons/topReasons/0/rank,ownersTopReasons/topReasons/0/review,ownersTopReasons/topReasons/0/review/rating,ownersTopReasons/topReasons/0/review/reviewId,ownersTopReasons/topReasons/0/review/screenName,ownersTopReasons/topReasons/0/text,ownersTopReasons/topReasons/1/header,ownersTopReasons/topReasons/1/image_url,ownersTopReasons/topReasons/1/isSearchTerm,ownersTopReasons/topReasons/1/keyword,ownersTopReasons/topReasons/1/linkText,ownersTopReasons/topReasons/1/rank,ownersTopReasons/topReasons/1/review,ownersTopReasons/topReasons/1/review/rating,ownersTopReasons/topReasons/1/review/reviewId,ownersTopReasons/topReasons/1/review/screenName,ownersTopReasons/topReasons/1/text,ownersTopReasons/topReasons/2/header,ownersTopReasons/topReasons/2/image_url,ownersTopReasons/topReasons/2/isSearchTerm,ownersTopReasons/topReasons/2/keyword,ownersTopReasons/topReasons/2/linkText,ownersTopReasons/topReasons/2/rank,ownersTopReasons/topReasons/2/review,ownersTopReasons/topReasons/2/review/rating,ownersTopReasons/topReasons/2/review/reviewId,ownersTopReasons/topReasons/2/review/screenName,ownersTopReasons/topReasons/2/text,hours,hours/timezone,hours/weekRanges/0/0/close,hours/weekRanges/0/0/open,hours/weekRanges/0/1/close,hours/weekRanges/0/1/open,hours/weekRanges/0/2/close,hours/weekRanges/0/2/open,hours/weekRanges/1/0/close,hours/weekRanges/1/0/open,hours/weekRanges/1/1/close,hours/weekRanges/1/1/open,hours/weekRanges/1/2/close,hours/weekRanges/1/2/open,hours/weekRanges/2/0/close,hours/weekRanges/2/0/open,hours/weekRanges/2/1/close,hours/weekRanges/2/1/open,hours/weekRanges/2/2/close,hours/weekRanges/2/2/open,hours/weekRanges/3/0/close,hours/weekRanges/3/0/open,hours/weekRanges/3/1/close,hours/weekRanges/3/1/open,hours/weekRanges/3/2/close,hours/weekRanges/3/2/open,hours/weekRanges/4/0/close,hours/weekRanges/4/0/open,hours/weekRanges/4/1/close,hours/weekRanges/4/1/open,hours/weekRanges/4/2/close,hours/weekRanges/4/2/open,hours/weekRanges/5/0/close,hours/weekRanges/5/0/open,hours/weekRanges/5/1/close,hours/weekRanges/5/1/open,hours/weekRanges/5/2/close,hours/weekRanges/5/2/open,hours/weekRanges/6/0/close,hours/weekRanges/6/0/open,hours/weekRanges/6/1/close,hours/weekRanges/6/1/open,hours/weekRanges/6/2/close,hours/weekRanges/6/2/open,mealTypes/0,mealTypes/1,mealTypes/2,mealTypes/3,mealTypes/4,mealTypes/5,longitude,category,ancestorLocations/0/abbreviation,ancestorLocations/0/id,ancestorLocations/0/name,ancestorLocations/0/subcategory,ancestorLocations/1/abbreviation,ancestorLocations/1/id,ancestorLocations/1/name,ancestorLocations/1/subcategory,ancestorLocations/2/abbreviation,ancestorLocations/2/id,ancestorLocations/2/name,ancestorLocations/2/subcategory,rankingDenominator,addressObj/city,addressObj/country,addressObj/postalcode,addressObj/state,addressObj/street1,addressObj/street2,establishmentTypes/0,establishmentTypes/1,neighborhoodLocations/0/id,neighborhoodLocations/0/name,ratingHistogram/count1,ratingHistogram/count2,ratingHistogram/count3,ratingHistogram/count4,ratingHistogram/count5,latitude,dietaryRestrictions/0,dietaryRestrictions/1,dietaryRestrictions/2,dietaryRestrictions/3,dietaryRestrictions/4,dietaryRestrictions/5,address,photoCount,rankingString,phone,localName,rawRanking,rankingPosition,openNowText,name,website,subcategories/0,description,priceRange,type,webUrl,email,rating,localAddress,image,menuWebUrl,numberOfReviews,isClosed,isLongClosed,locationString,id,priceLevel
Bar,American,,,,,,,,,,,,,,Cheeseburger,Burger,Salad,Wings,Chili,Beef,Lamb,,,,,,,,,,,,,,,,,Delivery,Takeout,Seating,Television,Highchairs Available,Wheelchair Accessible,Serves Alcohol,Full Bar,Free Wifi,Parking Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lunch,Dinner,Brunch,,,,36.80298,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,833,Nairobi,Kenya,,,Westage Mall,"Galleria Mall. Karen, Two Rivers Mall",Restaurants,,,,21,5,17,56,58,-1.257051,Lunch,Dinner,Brunch,,,,"Westage Mall Galleria Mall. Karen, Two Rivers Mall, Nairobi Kenya",64,"#140 of 1,048 places to eat in Nairobi",+254 20 3746172,,3.330060244,140,,Urban Gourmet Burgers,https://www.facebook.com/urbanburgers,Sit down,,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d4093303-Reviews-Urban_Gourmet_Burgers-Nairobi.html,,4,,https://media-cdn.tripadvisor.com/media/photo-o/0f/83/79/55/caption.jpg,,157,FALSE,FALSE,Nairobi,4093303,$$ - $$$
European,Contemporary,Vegetarian Friendly,,,,,,,,,,,,,Juice & Smoothies,Salad,,,,,,,,,,,,,,,,,,,,,,Reservations,Seating,Parking Available,Highchairs Available,Wheelchair Accessible,Serves Alcohol,Validated Parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Africa/Nairobi,1380,390,,,,,630,390,,,,,630,390,,,,,630,390,,,,,630,390,,,,,630,390,,,,,690,390,,,,,Breakfast,Lunch,Dinner,Brunch,Drinks,,36.8087,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,832,Nairobi,Kenya,800,,"Chiromo Road, Nairobi",Villa Rosa Kempinski Hotel,Restaurants,,,,1,6,11,20,27,-1.27176,Breakfast,Lunch,Dinner,Brunch,Drinks,,"Chiromo Road, Nairobi Villa Rosa Kempinski Hotel, Nairobi 00800 Kenya",10,"#146 of 1,048 places to eat in Nairobi",+254 20 3603000,,3.314769745,146,Closed Now,Cafe Villa Rosa,https://www.kempinski.com/en/nairobi/hotel-villa-rosa/dining/restaurants/cafe-villa-rosa/,Sit down,"Café Villa Rosa brings a touch of European style to the heart of Nairobi. Offering all our guests a perfect start to their day in the Kenyan capital with a delicious breakfast featuring of a wide range of cuisines, you will also find healthy alternatives with our Kempinski Balance Your Day dishes.",,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d4926947-Reviews-Cafe_Villa_Rosa-Nairobi.html,dining.villarosa@kempinski.com,4,,https://media-cdn.tripadvisor.com/media/photo-o/04/92/38/ca/getlstd-property-photo.jpg,,65,FALSE,FALSE,Nairobi,4926947,$$$$
European,Vegetarian Friendly,,,,,,,,,,,,,,Sandwiches,Burger,Salad,,,,,,,,,,,,,,,,,,,,,Reservations,Outdoor Seating,Seating,Parking Available,Full Bar,Validated Parking,Wheelchair Accessible,Serves Alcohol,Wine and Beer,Free Wifi,Accepts Credit Cards,Table Service,Waterfront,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Africa/Nairobi,1140,360,,,,,1200,360,,,,,1200,360,,,,,1200,360,,,,,1200,360,,,,,1200,360,,,,,1140,360,,,,,Lunch,Dinner,Brunch,,,,36.81025,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,833,Nairobi,Kenya,,,Bishops Road,In the Fairview Hotel,Restaurants,,20484494,Upper Hill Estate,2,4,10,34,30,-1.291467,Lunch,Dinner,Brunch,,,,"Bishops Road In the Fairview Hotel, Nairobi Kenya",27,"#136 of 1,048 places to eat in Nairobi",+254 722 204429,,3.339321136,136,Closed Now,Mukutan Garden Cafe',http://www.clhg.com,Sit down,"Mukutan Garden Café serves coffees and light meals such as sandwiches, pizzas and sushi in a relaxing setting of a beautiful water feature. The restaurant inside Fairview Hotel but many people from outside the hotel eat here. It has an international cuisine for dinner.","KES 296,472 - KES 592,944",RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d2060171-Reviews-Mukutan_Garden_Cafe-Nairobi.html,fbook@clhg.com,4,,https://media-cdn.tripadvisor.com/media/photo-m/1280/18/68/7f/b5/photo-shoot-by-mukutan.jpg,http://qrco.de/bbXr5E?trackSharing,80,FALSE,FALSE,Nairobi,2060171,$$ - $$$
Steakhouse,Bar,International,Pub,,,,,,,,,,,,Burger,,,,,,,,,,,,,,,,,,,,,,,Reservations,Outdoor Seating,Seating,Serves Alcohol,Television,Wheelchair Accessible,Free Wifi,Accepts Credit Cards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Africa/Nairobi,,,,,,,1200,420,,,,,1200,420,,,,,1200,420,,,,,1200,420,,,,,1200,420,,,,,,,,,,,Lunch,Dinner,Breakfast,Drinks,,,36.810493,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,832,Nairobi,Kenya,,,Bishops Raod,In the Fairview Hotel,Restaurants,,20484494,Upper Hill Estate,1,0,12,26,18,-1.29216,Lunch,Dinner,Breakfast,Drinks,,,"Bishops Raod In the Fairview Hotel, Nairobi Kenya",16,"#145 of 1,048 places to eat in Nairobi",+254 20 2881000,,3.314806938,145,Closed Now,Pwani pool restaurant,http://www.clhg.com,Sit down,"Pwani Pool Restaurant offers charcoal grilled delights of beef, chicken and fish. There is also a band on selected days as you unwind by the pool in the evening.","KES 444,708 - KES 741,180",RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d4433502-Reviews-Pwani_pool_restaurant-Nairobi.html,fbanqueting@clhg.com,4,,https://media-cdn.tripadvisor.com/media/photo-m/1280/19/30/cc/67/pwani-at-the-fairview.jpg,,57,FALSE,FALSE,Nairobi,4433502,$$ - $$$
Indian,Asian,Vegetarian Friendly,Vegan Options,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Delivery,Takeout,Reservations,Seating,Serves Alcohol,Outdoor Seating,Highchairs Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Africa/Nairobi,1380,630,,,,,1380,630,,,,,1380,630,,,,,1380,630,,,,,1380,630,,,,,1380,630,,,,,1380,630,,,,,Lunch,Dinner,,,,,36.80568,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,833,Nairobi,Kenya,800,,Crossway Road,Fuji Plaza,Restaurants,,,,3,1,7,24,23,-1.26429,Lunch,Dinner,,,,,"Crossway Road Fuji Plaza, Nairobi 00800 Kenya",27,"#132 of 1,048 places to eat in Nairobi",+254 708 778877,,3.357551336,132,Open Now,Clay Oven Restaurant,http://www.clayoven.co.ke/index.php,Sit down,,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d7778220-Reviews-Clay_Oven_Restaurant-Nairobi.html,marketing@clayoven.co.ke,4,,https://media-cdn.tripadvisor.com/media/photo-o/0a/a7/69/98/indian-delicacies.jpg,,58,FALSE,FALSE,Nairobi,7778220,$$ - $$$
African,,,,,,,,,,,,,,,Tilapia,Fish,,,,,,,,,,,,,,,,,,,,,,Takeout,Reservations,Seating,Parking Available,Serves Alcohol,Table Service,Television,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Africa/Nairobi,1410,630,,,,,1410,630,,,,,1410,630,,,,,1410,630,,,,,1410,630,,,,,1410,630,,,,,1410,630,,,,,Lunch,Dinner,,,,,36.79136,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,833,Nairobi,Kenya,,,Marcus Garvey Road,,Restaurants,,20484494,Upper Hill Estate,2,7,20,38,24,-1.294243,Lunch,Dinner,,,,,"Marcus Garvey Road, Nairobi Kenya",63,"#143 of 1,048 places to eat in Nairobi",+254 723 925604,,3.322847366,143,Open Now,Mama Oliech's Restaurant,http://www.facebook.com/MAMA-Oliech-Restaurant-879977065412004/,Sit down,,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d4148637-Reviews-Mama_Oliech_s_Restaurant-Nairobi.html,,4,,https://media-cdn.tripadvisor.com/media/photo-s/03/d6/4c/1a/delicious-fish-ugali.jpg,,91,FALSE,FALSE,Nairobi,4148637,$$ - $$$
African,International,Healthy,Vegetarian Friendly,Vegan Options,,,,,,,,,,,Juice & Smoothies,,,,,,,,,,,,,,,,,,,,,,,Takeout,Seating,Delivery,Table Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Africa/Nairobi,,,,,,,1260,390,,,,,1260,390,,,,,1260,390,,,,,1260,390,,,,,1260,390,,,,,1260,390,,,,,Breakfast,Lunch,Dinner,Brunch,,,36.81909,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,833,Nairobi,Kenya,200,,Tubman Road,"Trust Mansion Building, Ground Floor",Restaurants,,20484493,Nairobi Central Business District,0,1,1,19,16,-1.283711,Breakfast,Lunch,Dinner,Brunch,,,"Tubman Road Trust Mansion Building, Ground Floor, Nairobi 00200 Kenya",37,"#139 of 1,048 places to eat in Nairobi",+254 714 047177,,3.335962534,139,Closed Now,Bridges Organic Restaurant,http://www.bridgesorganics.com,Sit down,"Bridges Organic Restaurant serves delicious Certified Organic foods and juices. Let our friendly waiters walk you through our nutritious selections of meals for vegetarians, non-vegetarians and raw food lovers. Our open kitchen has professional chefs who will serve you Kenyan cuisine with freshly harvested organic produce. Our authentic Organic Kenyan cuisine menu consists of:• Traditional Kenyan meals made with Organic Vegetables and Whole meal products, like Brown Rice• Organic Vegetarian and Non-Vegetarian Meals (organic white meat)• Organic Vegetable Soups, Salads and Sandwiches• Fresh Organic Vegetable & Fruit Juices • Organic Herbal Teas• Healthy Tasty Snacks. Additional Services at Bridges include:• Juice Cleanse Detox Program. •Organic Honey, Chia Seeds, Hibiscus, Peanut Butter, Moringa. Nutritionist on site for Free Consultation. Order in with Uber Eats, Glovo or Jumia for delivery to you. As member of KOAN, you can trust that we source from certified Organic farmers only.","KES 148 - KES 2,224",RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d3155527-Reviews-Bridges_Organic_Restaurant-Nairobi.html,info@bridgesorganics.com,4.5,,https://media-cdn.tripadvisor.com/media/photo-o/11/de/30/a1/lightly-stir-fried-organic.jpg,https://bridgesorganics.com/wp-content/uploads/2017/06/Latest-Bridges-Menu.pdf,37,FALSE,FALSE,Nairobi,3155527,$$ - $$$
Barbecue,Pub,Vegetarian Friendly,,,,,,,,,,,,,Burger,,,,,,,,,,,,,,,,,,,,,,,Reservations,Outdoor Seating,Seating,Wheelchair Accessible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Africa/Nairobi,1440,1020,,,,,,,,,,,,,,,,,1440,1020,,,,,1440,1020,,,,,1440,1020,,,,,1440,1020,,,,,Lunch,Dinner,,,,,36.80095,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,833,Nairobi,Kenya,200,,Langata Road,Near Wilson Airport,Restaurants,,,,0,1,0,10,22,-1.329274,Lunch,Dinner,,,,,"Langata Road Near Wilson Airport, Nairobi 00200 Kenya",35,"#122 of 1,048 places to eat in Nairobi",+254 20 6005933,,3.405244827,122,Closed today,Simba Saloon,http://www.carnivore.co.ke,Café,,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d7741099-Reviews-Simba_Saloon-Nairobi.html,reservations.carnivore@tamarind.co.ke,4.5,,https://media-cdn.tripadvisor.com/media/photo-o/0f/80/92/fc/bar-and-coffee.jpg,,33,FALSE,FALSE,Nairobi,7741099,$$ - $$$
Mexican,Cafe,Diner,Healthy,Vegetarian Friendly,,,,,,,,,,,Burger,,,,,,,,,,,,,,,,,,,,,,,Takeout,Seating,Wheelchair Accessible,Table Service,Outdoor Seating,Parking Available,Highchairs Available,Free Wifi,Accepts Credit Cards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Africa/Nairobi,1260,420,,,,,1260,420,,,,,1260,420,,,,,1260,420,,,,,1260,420,,,,,1320,420,,,,,1320,420,,,,,Breakfast,Lunch,Dinner,Brunch,,,36.79992,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,832,Nairobi,Kenya,,,Langata Road,Galleria Mall,Restaurants,,,,3,5,4,32,33,-1.32363,Breakfast,Lunch,Dinner,Brunch,,,"Langata Road Galleria Mall, Nairobi Kenya",2,"#127 of 1,048 places to eat in Nairobi",+254 724 719218,,3.392889023,127,Closed Now,Java House Galleria,http://www.nairobijavahouse.com/,Café,,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d8541028-Reviews-Java_House_Galleria-Nairobi.html,guest.relations@javahouseafrica.com,4,,https://media-cdn.tripadvisor.com/media/photo-o/0e/fe/14/a9/photo1jpg.jpg,,77,FALSE,FALSE,Nairobi,8541028,$$ - $$$
Indian,Vegetarian Friendly,Vegan Options,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gift Cards Available,Takeout,Reservations,Seating,Parking Available,Full Bar,Accepts American Express,Accepts Mastercard,Accepts Visa,Digital Payments,Accepts Discover,Table Service,Delivery,Serves Alcohol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Africa/Nairobi,1260,690,,,,,1260,690,,,,,1260,690,,,,,1260,690,,,,,1260,690,,,,,1260,690,,,,,1260,690,,,,,Dinner,Drinks,Lunch,,,,36.707882,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,833,Nairobi,Kenya,200,,,Karen Crossroads Mall on the 1st Floor,Restaurants,,,,1,3,1,21,27,-1.323313,Dinner,Drinks,Lunch,,,,"Karen Crossroads Mall on the 1st Floor, Nairobi 00200 Kenya",30,"#130 of 1,048 places to eat in Nairobi",+254 725 585175,,3.388234138,130,Closed Now,Open House Karen,http://www.openhousekaren.co.ke,,Open House Karen is a restaurant specializing in Indian cuisine. We have a staff of chefs with vast experience and exquisite taste in the preparation of our culinary delights. We use raw materials of the highest quality and strive to provide the best service to make your experience in our restaurant unique.,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d11894216-Reviews-Open_House_Karen-Nairobi.html,openhousekaren@gmail.com,4.5,,https://media-cdn.tripadvisor.com/media/photo-o/10/a7/6d/bf/tasty.jpg,http://openhousekaren.co.ke/index.php/foodmenu/,53,FALSE,FALSE,Nairobi,11894216,$$ - $$$
African,Bar,Pub,Vegetarian Friendly,,,,,,,,,,,,Fish,Pork,,,,,,,,,,,,,,,,,,,,,,Takeout,Reservations,Outdoor Seating,Seating,Highchairs Available,Table Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lunch,Dinner,Brunch,,,,36.78178,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,833,Nairobi,Kenya,,,Muthangari Drive,Opposite West End Towers,Restaurants,,,,3,1,3,13,30,-1.26013,Lunch,Dinner,Brunch,,,,"Muthangari Drive Opposite West End Towers, Nairobi Kenya",14,"#138 of 1,048 places to eat in Nairobi",+254 720 314995,,3.33619523,138,,The Manor 540,http://www.facebook.com/The-Manor-540-1572061169721018/info/,,,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d9755616-Reviews-The_Manor_540-Nairobi.html,,4.5,,https://media-cdn.tripadvisor.com/media/photo-o/0f/8a/1e/fb/photo1jpg.jpg,,50,FALSE,FALSE,Nairobi,9755616,$$ - $$$
Japanese,Sushi,Asian,Vegetarian Friendly,Vegan Options,Gluten Free Options,,,,,,,,,,Noodle,Tempura,Ramen,Gyoza,Sashimi,,,,,,,,,,,,,,,,,,,Takeout,Reservations,Outdoor Seating,Private Dining,Seating,Parking Available,Wheelchair Accessible,Serves Alcohol,Full Bar,Table Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Africa/Nairobi,1200,660,,,,,1200,660,,,,,1200,660,,,,,1200,660,,,,,1200,720,,,,,1200,660,,,,,1200,660,,,,,Lunch,Dinner,,,,,36.768936,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,833,Nairobi,Kenya,606,,Kolloh Road,,Restaurants,,,,9,6,17,45,58,-1.281224,Lunch,Dinner,,,,,"Kolloh Road, Nairobi 00606 Kenya",63,"#119 of 1,048 places to eat in Nairobi",+254 722 485556,,3.426773071,119,Closed Now,Tokyo Japanese Restaurant,http://www.tokyorestaurant.co.ke,Sit down,"Located at the heart of Nairobi, serving you with the best Japanese food, Tokyo has been around since 2001. Working towards creating the most pleasant experience, we have curated a beautiful space in Lavington. With a beautifully decorated interior for the cold days, and an incredibly spacious and relaxing outdoor space for the sunny days, we have a bit of everything for everyone. Come and enjoy a glass of wine in the sun with some delicious sushi, with the best company!",,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d7684706-Reviews-Tokyo_Japanese_Restaurant-Nairobi.html,tokyonbi@gmail.com,4,,https://media-cdn.tripadvisor.com/media/photo-m/1280/1c/20/bc/46/our-sampler-set-try-all.jpg,http://www.tokyorestaurant.co.ke/menu,135,FALSE,FALSE,Nairobi,7684706,$$ - $$$
Chinese,Asian,Vegetarian Friendly,Vegan Options,,,,,,,,,,,,Noodle,Ribs,Wings,Chili,Prawns,Beef,Duck,Fried rice,Fish,Pork,,,,,,,,,,,,,,Delivery,Takeout,Reservations,Outdoor Seating,Private Dining,Seating,Parking Available,Validated Parking,Highchairs Available,Wheelchair Accessible,Serves Alcohol,Full Bar,Table Service,Playgrounds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Africa/Nairobi,1320,0,,,,,1320,0,,,,,1320,0,,,,,1320,0,,,,,1320,0,,,,,1350,0,,,,,1350,0,,,,,Lunch,Dinner,Brunch,Late Night,,,36.77099,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,833,Nairobi,Kenya,,,Corner Gitanga Road/ Ole Dume Road,Entrance Gitanga Road,Restaurants,,,,22,13,36,93,74,-1.289756,Lunch,Dinner,Brunch,Late Night,,,"Corner Gitanga Road/ Ole Dume Road Entrance Gitanga Road, Nairobi Kenya",56,"#126 of 1,048 places to eat in Nairobi",+254 733 648724,,3.395203114,126,Closed Now,For You Chinese Restaurant,,Sit down,,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d3699196-Reviews-For_You_Chinese_Restaurant-Nairobi.html,foryouchineserestaurant@gmail.com,4,,https://media-cdn.tripadvisor.com/media/photo-o/03/93/fe/25/for-you-chinese-restaurant.jpg,,238,FALSE,FALSE,Nairobi,3699196,$$ - $$$
Chinese,Asian,Vegetarian Friendly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Delivery,Takeout,Reservations,Buffet,Private Dining,Seating,Television,Serves Alcohol,Full Bar,Wine and Beer,Free Wifi,Accepts Credit Cards,Table Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Africa/Nairobi,1290,540,,,,,1290,540,,,,,1290,540,,,,,1290,540,,,,,1290,540,,,,,1290,540,,,,,1290,540,,,,,Dinner,Lunch,Drinks,,,,36.82185,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,832,Nairobi,Kenya,200,,"KICC, Harambee Avenue",Lower Ground Floor,Restaurants,,20484493,Nairobi Central Business District,1,0,3,9,22,-1.29007,Dinner,Lunch,Drinks,,,,"KICC, Harambee Avenue Lower Ground Floor, Nairobi 00200 Kenya",21,"#135 of 1,048 places to eat in Nairobi",+254 20 2229093,,3.350780725,135,Closed Now,Tin Tin Restaurant,http://www.tintin.co.ke,Sit down,,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d5978875-Reviews-Tin_Tin_Restaurant-Nairobi.html,info@tintin.co.ke,4.5,,https://media-cdn.tripadvisor.com/media/photo-m/1280/14/35/1d/b2/our-set-menu.jpg,,34,FALSE,FALSE,Nairobi,5978875,$$ - $$$
Steakhouse,Barbecue,Grill,Diner,Wine Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Delivery,Reservations,Outdoor Seating,Private Dining,Seating,Parking Available,Television,Wine and Beer,Digital Payments,Free Wifi,Accepts Credit Cards,Table Service,Jazz Bar,Family style,Gift Cards Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Africa/Nairobi,1350,600,,,,,1350,630,,,,,1350,630,,,,,1350,630,,,,,1350,630,,,,,1380,600,,,,,1380,600,,,,,Breakfast,Lunch,Dinner,Late Night,,,36.7777,restaurant,,294207,Nairobi,Municipality,,294206,Kenya,Country,,,,,833,Nairobi,Kenya,100,,"PQFQ+42, Kandara Rd",,Restaurants,,,,1,1,0,3,16,-1.279066,Breakfast,Lunch,Dinner,Late Night,,,"PQFQ+42, Kandara Rd, Nairobi 00100 Kenya",18,"#134 of 1,048 places to eat in Nairobi",+254 716 458811,,3.352078199,134,Closes in 2 min,Nana Inkiri,http://nanainkiri.com,Sit down,"You come to Nana Inkiri and find a unique space within Nairobi Kenya, We are a unique space, allowing travelers and locals to have a stop and attend to work in our co-working space, enjoy a meal in our steak house and take down some wines in a cozy and social space for the evenings. Come find out, we make it feel like home but that all of us can share.","KES 1,186 - KES 10,377",RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g294207-d25147579-Reviews-Nana_Inkiri-Nairobi.html,steveserria@gmail.com,4.5,,https://media-cdn.tripadvisor.com/media/photo-o/27/8f/2d/2e/exterior-view-of-nana.jpg,http://nanainkiri.com/menu-nana-inkiri/,21,FALSE,FALSE,Nairobi,25147579,$$ - $$$
