"address","addressObj/city","addressObj/country","addressObj/postalcode","addressObj/state","addressObj/street1","addressObj/street2","ancestorLocations/0/abbreviation","ancestorLocations/0/id","ancestorLocations/0/name","ancestorLocations/0/subcategory","ancestorLocations/1/abbreviation","ancestorLocations/1/id","ancestorLocations/1/name","ancestorLocations/1/subcategory","ancestorLocations/2/abbreviation","ancestorLocations/2/id","ancestorLocations/2/name","ancestorLocations/2/subcategory","ancestorLocations/3/abbreviation","ancestorLocations/3/id","ancestorLocations/3/name","ancestorLocations/3/subcategory","category","cuisines/0","cuisines/1","cuisines/2","cuisines/3","cuisines/4","cuisines/5","cuisines/6","description","dietaryRestrictions/0","dietaryRestrictions/1","dietaryRestrictions/2","dietaryRestrictions/3","dietaryRestrictions/4","dietaryRestrictions/5","dishes/0","dishes/1","dishes/2","dishes/3","dishes/4","dishes/5","dishes/6","dishes/7","dishes/8","dishes/9","dishes/10","dishes/11","dishes/12","dishes/13","dishes/14","dishes/15","dishes/16","email","establishmentTypes/0","establishmentTypes/1","features/0","features/1","features/2","features/3","features/4","features/5","features/6","features/7","features/8","features/9","features/10","features/11","features/12","features/13","features/14","features/15","features/16","features/17","features/18","features/19","features/20","features/21","features/22","features/23","features/24","features/25","hours","hours/timezone","hours/weekRanges/0/0/close","hours/weekRanges/0/0/open","hours/weekRanges/0/1/close","hours/weekRanges/0/1/open","hours/weekRanges/1/0/close","hours/weekRanges/1/0/open","hours/weekRanges/1/1/close","hours/weekRanges/1/1/open","hours/weekRanges/2/0/close","hours/weekRanges/2/0/open","hours/weekRanges/2/1/close","hours/weekRanges/2/1/open","hours/weekRanges/3/0/close","hours/weekRanges/3/0/open","hours/weekRanges/3/1/close","hours/weekRanges/3/1/open","hours/weekRanges/4/0/close","hours/weekRanges/4/0/open","hours/weekRanges/4/1/close","hours/weekRanges/4/1/open","hours/weekRanges/5/0/close","hours/weekRanges/5/0/open","hours/weekRanges/5/1/close","hours/weekRanges/5/1/open","hours/weekRanges/6/0/close","hours/weekRanges/6/0/open","hours/weekRanges/6/1/close","hours/weekRanges/6/1/open","id","image","isClosed","isLongClosed","latitude","localAddress","localName","locationString","longitude","mealTypes/0","mealTypes/1","mealTypes/2","mealTypes/3","mealTypes/4","mealTypes/5","menuWebUrl","name","numberOfReviews","openNowText","ownersTopReasons","phone","photoCount","priceLevel","priceRange","rankingDenominator","rankingPosition","rankingString","rating","ratingHistogram/count1","ratingHistogram/count2","ratingHistogram/count3","ratingHistogram/count4","ratingHistogram/count5","rawRanking","subcategories/0","type","webUrl","website"
"2nd Avenue behind City Mall Nyali Next to Pride Inn Express, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"2nd Avenue","behind City Mall Nyali Next to Pride Inn Express",,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","Barbecue",,,,,,,,"Dinner",,,,,,"Juice & Smoothies","Beef",,,,,,,,,,,,,,,,,"Restaurants",,"Takeout","Seating","Table Service",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11621493","https://media-cdn.tripadvisor.com/media/photo-o/0d/7c/c4/b5/mubin-s-cafe.jpg","false","false","-4.051528",,"","Mombasa, Coast Province","39.688583","Dinner",,,,,,,"Mubin's Cafe","33",,,"+254 707 663799","27","$$ - $$$",,"144","85","#85 of 188 places to eat in Mombasa","3.5","2","7","5","12","7","3.0722038745880127",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d11621493-Reviews-Mubin_s_Cafe-Mombasa_Coast_Province.html",
"Kilifi Off Bofa Road, Kilifi 80108 Kenya","Kilifi","Kenya","80108",,"Kilifi","Off Bofa Road",,"608436","Kilifi","City",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant",,,,,,,,"Daisy’s is more like a homely back yard in Kilifi only a short walk from Bofa beach, one of the most beautiful stretches of white sands in East Africa,Where friends and family gather to play some meaningful music, Catch Live Soccer and Rugby Matches, Throw Barbecues, enjoy proper African dishes and tantalizing coastal delicacies. The ice cold drinks are served with a smile, the roof is thatched, the furniture is rustic and we are surrounded by a tropical garden giving the bar area a cool breeze away from the city hustle and noise. Come and meet different people and share ideas as well; Quoting Napoleon Hill,“All Achievements, All Earned Riches have their beginning in an idea” Talk to us also for catering services, meeting venue/events Karibu Nyumbani!","Breakfast","Lunch","Dinner","Late Night","Drinks",,,,,,,,,,,,,,,,,,,,"Restaurants",,"Delivery","Parking Available","Free off-street parking","Television","Highchairs Available","Full Bar","Wine and Beer","Cash Only","Free Wifi","Table Service","Live Music","Beach","Family style","Sports bars",,,,,,,,,,,,,,"Africa/Nairobi","1380","660",,,"1380","660",,,"1380","660",,,"1380","660",,,"1380","660",,,"1380","660",,,"1380","660",,,"10954434","https://media-cdn.tripadvisor.com/media/photo-o/1a/60/0c/98/chilled-outdoor-shades.jpg","false","false","-3.95229",,"","Kilifi, Coast Province","39.74364","Breakfast","Lunch","Dinner","Late Night","Drinks",,"https://drive.google.com/file/d/1--HeCjwO6mOviJqtIhiknzv-U7urI5nl/view?usp=sharing","Daisy's Bar & Restaurant","4","Open Now",,"+254 702 754963","19","$","KES 148 - KES 1,038","12","8","#8 of 14 places to eat in Kilifi","5","0","0","0","1","3","3.0759692192077637","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g608436-d10954434-Reviews-Daisy_s_Bar_Restaurant-Kilifi_Coast_Province.html","http://web.facebook.com/daisyskilifi"
"Nkrumah Road, Ambalal House Nkrumah Road,, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Nkrumah Road, Ambalal House","Nkrumah Road,",,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","Cafe","International","European","Contemporary",,,,"Aroma Café offers a rich menu of gourmet meals with a combination of local menus promising a unique experience for guests.","Breakfast","Lunch","Dinner","Brunch","Late Night","Drinks","Tapas",,,,,,,,,,,,,,,,,"aromacaferestaurant@gmail.com","Restaurants",,"Takeout","Delivery","Reservations","Outdoor Seating","Buffet","Seating","Parking Available","Street Parking","Television","Highchairs Available","Wheelchair Accessible","Free Wifi","Accepts Credit Cards",,,,,,,,,,,,,,,"Africa/Nairobi","1140","420",,,"1410","360",,,"1410","360",,,"1410","360",,,"1410","360",,,"1410","360",,,"1410","360",,,"3766217","https://media-cdn.tripadvisor.com/media/photo-o/03/89/e8/2e/aroma-cafe.jpg","false","false","-4.063189",,"","Mombasa, Coast Province","39.672203","Breakfast","Lunch","Dinner","Brunch","Late Night","Drinks",,"Aroma Cafe","27","Open Now",,"+254 706 537800","42","$$ - $$$","KES 148 - KES 741,180","144","78","#78 of 188 places to eat in Mombasa","3.5","4","2","1","12","8","3.0843329429626465","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d3766217-Reviews-Aroma_Cafe-Mombasa_Coast_Province.html","http://www.aromacafe.co.ke"
"Cowrie Shell Hotel, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,,"Cowrie Shell Hotel",,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","Bar","Seafood","Pub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"info@cowrieshell.co.ke","Restaurants",,"Reservations","Seating","Serves Alcohol","Outdoor Seating","Wheelchair Accessible",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8602595","https://media-cdn.tripadvisor.com/media/photo-o/0f/d5/38/31/photo0jpg.jpg","false","false","-3.982578",,"","Mombasa, Coast Province","39.74339",,,,,,,,"Suli Suli","35",,,"+254 712 302225","13","$$ - $$$",,"144","84","#84 of 188 places to eat in Mombasa","3.5","7","2","3","8","15","3.0765092372894287",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d8602595-Reviews-Suli_Suli-Mombasa_Coast_Province.html",
"Mombasa Kenya","Mombasa","Kenya",,,,,,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","Seafood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6680226","https://media-cdn.tripadvisor.com/media/photo-o/05/f4/e8/bc/fisherman-beach-restaurant.jpg","false","false",,,"","Mombasa, Coast Province",,,,,,,,,"Fisherman Beach Restaurant","7",,,"+254 725 860274","3",,,"144","86","#86 of 188 places to eat in Mombasa","4.5","0","0","0","4","3","3.0698301792144775",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d6680226-Reviews-Fisherman_Beach_Restaurant-Mombasa_Coast_Province.html",
"Cement Road, Nyali, Mombasa Kenya","Mombasa","Kenya",,,"Cement Road, Nyali",,,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"hamjan18@gmail.com","Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9721620",,"false","false","-4.05657",,"","Mombasa, Coast Province","39.68436",,,,,,,,"Nyali Barbecue Rockwall","8",,,"+254 725 221855","0","$",,"144","72","#72 of 188 places to eat in Mombasa","4.5","0","1","1","1","5","3.090301990509033","Fast food","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d9721620-Reviews-Nyali_Barbecue_Rockwall-Mombasa_Coast_Province.html",
"Obote Avenue, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Obote Avenue",,,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","Seafood","Italian","Arabic",,,,,"The best fresh seafood and BBQ grill point in Mombasa, Kenya.","Dinner","Lunch","Brunch","Drinks",,,,,,,,,,,,,,,,,,,,"cuisineoceanic@gmail.com","Restaurants",,"Reservations","Table Service","Seating",,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1380","660",,,"1380","660",,,"1380","660",,,"1380","660",,,"1380","660",,,"1380","660",,,"1380","660",,,"13976207","https://media-cdn.tripadvisor.com/media/photo-m/1280/13/76/28/10/photo1jpg.jpg","false","false","-4.03348",,"","Mombasa, Coast Province","39.665924","Dinner","Lunch","Brunch","Drinks",,,,"Oceanic Cuisine","13","Open Now",,"+254 799 922117","11","$$ - $$$","KES 1,482 - KES 17,788","144","79","#79 of 188 places to eat in Mombasa","4","2","0","2","2","7","3.084111452102661","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d13976207-Reviews-Oceanic_Cuisine-Mombasa_Coast_Province.html","https://www.facebook.com/OceanicCuisineMsa/"
"Tudor, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Tudor",,,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","Seafood","Barbecue",,,,,,,"Lunch","Dinner",,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,"Takeout","Reservations","Seating","Wheelchair Accessible",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4739358","https://media-cdn.tripadvisor.com/media/photo-o/0a/8f/7d/56/tudor-water-sports-restaurant.jpg","false","false","-4.030719",,"","Mombasa, Coast Province","39.663666","Lunch","Dinner",,,,,,"Tudor water sports Restaurant","22",,,,"36","$$ - $$$",,"144","75","#75 of 188 places to eat in Mombasa","4","1","1","7","5","8","3.088404893875122",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d4739358-Reviews-Tudor_water_sports_Restaurant-Mombasa_Coast_Province.html",
"Tritton Road Opposite Sea View Plaza near Mombasa Golf Course, Mombasa 80110 Kenya","Mombasa","Kenya","80110",,"Tritton Road","Opposite Sea View Plaza near Mombasa Golf Course",,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","Chinese","Seafood","Fast Food","British",,,,"Fish and chips, Seafood and Halal Chinese food.","Lunch","Dinner",,,,,,,,,,,,,,,,,,,,,,"fichifood@gmail.com","Restaurants",,"Delivery","Takeout","Reservations","Outdoor Seating","Seating","Parking Available","Street Parking","Wheelchair Accessible","Digital Payments","Cash Only","Non-smoking restaurants",,,,,,,,,,,,,,,,,"Africa/Nairobi","1320","720",,,,,,,"870","720","1290","1020","870","720","1290","1020","870","720","1290","1020","870","720","1290","1020","1320","720",,,"26450245","https://media-cdn.tripadvisor.com/media/photo-o/2a/0e/77/25/table-view.jpg","false","false","-4.071762",,"","Mombasa, Coast Province","39.676674","Lunch","Dinner",,,,,,"Fichi Fish n Chips & Halal Chinese","2","Open Now",,"+254 798 403011","37","$","KES 103,765 - KES 296,472","144","80","#80 of 188 places to eat in Mombasa","5","0","0","0","0","2","3.0816595554351807","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d26450245-Reviews-Fichi_Fish_n_Chips_Halal_Chinese-Mombasa_Coast_Province.html",
"Syndicate Building, Off Moi Avenue Mombasa, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Syndicate Building, Off Moi Avenue Mombasa",,,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","Indian",,,,,,,,"Breakfast","Lunch","Dinner",,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi",,,,,"1140","540",,,"1140","540",,,"1140","540",,,"1140","540",,,"1140","540",,,"900","540",,,"6513177","https://media-cdn.tripadvisor.com/media/photo-o/05/b7/6b/90/cafe-stavrose.jpg","false","false","-4.0621",,"","Mombasa, Coast Province","39.67003","Breakfast","Lunch","Dinner",,,,,"Cafe Stavrose","10","Closed Now",,"+254 20 2326635","6","$",,"144","73","#73 of 188 places to eat in Mombasa","4","0","0","5","1","4","3.089538335800171","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d6513177-Reviews-Cafe_Stavrose-Mombasa_Coast_Province.html",
"Mtwapa 10130 Kenya","Mtwapa","Kenya","10130",,,,,"2049443","Mtwapa","City",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","Bar","Seafood","Pub","Beer restaurants",,,,,"Breakfast","Lunch","Dinner",,,,,,,,,,,,,,,,,,,,,"mtwapacrabden@gmail.com","Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1275","480",,,"1275","480",,,"1275","480",,,"1275","480",,,"1275","480",,,"1275","480",,,"1275","480",,,"23698391","https://media-cdn.tripadvisor.com/media/photo-m/1280/28/ce/9f/ab/caption.jpg","false","false","-3.950505",,"","Mtwapa, Coast Province","39.74488","Breakfast","Lunch","Dinner",,,,"http://www.crabden.com","The Crab Den Mtwapa","3","Open Now",,"+254 743 594445","13",,,"18","5","#5 of 24 places to eat in Mtwapa","5","0","0","0","0","3","3.1070878505706787",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g2049443-d23698391-Reviews-The_Crab_Den_Mtwapa-Mtwapa_Coast_Province.html","https://thecrabden.com/"
"Nyali Road Nyali, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Nyali Road","Nyali",,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","International","Bar","Pub","Seafood",,,,"Azura is a scenic venue right after Nyali Bridge overlooking the beautiful, rippling Indian Ocean. The hypnotizing atmosphere is the perfect remedy from the blaring noise and monotony of modern day life. Our open air restaurant offers a panoramic view where guests can revel in our locally sourced, seasonal cuisine at our restaurant, savour our traditional clay oven baked pizzas at our pizzeria, sample the succulent cuts of meat from our grill and connect with friends and family under the stars at our bars and lounges as you relax and unwind with our signature cocktails. Our spacious vicinity is also the premier space for cooperate events to any private function.","Lunch","Dinner","Brunch","Late Night","Drinks",,,,,,,,,,,,,,,,,,,"azura@azura.co.ke","Restaurants",,"Takeout","Reservations","Outdoor Seating","Buffet","Seating","Parking Available","Street Parking","Free off-street parking","Television","Wheelchair Accessible","Serves Alcohol","Full Bar","Accepts American Express","Accepts Mastercard","Accepts Visa","Digital Payments","Cash Only","Free Wifi","Accepts Discover","Accepts Credit Cards","Table Service",,,,,,,"Africa/Nairobi","1620","660",,,"1620","660",,,"1620","660",,,"1620","660",,,"1620","660",,,"1620","660",,,"1620","660",,,"8562686","https://media-cdn.tripadvisor.com/media/photo-w/0a/39/bf/1a/azura.jpg","false","false","-4.040837",,"","Mombasa, Coast Province","39.677525","Lunch","Dinner","Brunch","Late Night","Drinks",,,"Azura","13","Open Now",,"+254 41 4474920","11","$$ - $$$","KES 445 - KES 5,929","144","91","#91 of 188 places to eat in Mombasa","3.5","2","0","1","8","2","3.0598955154418945","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d8562686-Reviews-Azura-Mombasa_Coast_Province.html","http://www.azura.co.ke"
"Malindi Highway Next To Zanziba Cafe, Malindi 80200 Kenya","Malindi","Kenya","80200",,"Malindi Highway","Next To Zanziba Cafe",,"298253","Malindi","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","African","Barbecue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,"Wheelchair Accessible","Reservations","Seating",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10769112","https://media-cdn.tripadvisor.com/media/photo-m/1280/21/3f/d2/cb/shukrani-cafe.jpg","false","false","-4.02947",,"","Malindi, Coast Province","39.69225",,,,,,,,"Shukrani Cafe","13",,,,"9","$",,"40","23","#23 of 59 places to eat in Malindi","4","0","0","4","8","1","3.1076650619506836",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g298253-d10769112-Reviews-Shukrani_Cafe-Malindi_Coast_Province.html",
"Mombasa Malidi Rd Kenya Bay Rd, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Mombasa Malidi Rd","Kenya Bay Rd",,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","Italian","African","Contemporary",,,,,"Restaurant and Lounge by the Beach live Band & Disco",,,,,,,,,,,,,,,,,,,,,,,,"reservations@skippersdeck.com","Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19438219","https://media-cdn.tripadvisor.com/media/photo-o/1a/92/43/79/skippers-deck.jpg","false","false","-3.989074",,"","Mombasa, Coast Province","39.738476",,,,,,,,"Skippers Deck","4",,,"+254 777 766291","2","$$ - $$$","KES 74,118 - KES 741,180","144","67","#67 of 188 places to eat in Mombasa","5","0","0","0","0","4","3.1026763916015625","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d19438219-Reviews-Skippers_Deck-Mombasa_Coast_Province.html",
"Unnamed Road, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Unnamed Road",,,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","Steakhouse","Indian","African","Seafood",,,,"Quality food at affordable prices with a choice of either eat in or takeaway.open for lunch through dinner. bringing you a combination of street food and fine dining meals.","Lunch","Dinner","Brunch","Late Night","Drinks",,,,,,,,,,,,,,,,,,,"alcaboos@yahoo.com","Restaurants",,"Delivery","Takeout","Reservations","Outdoor Seating","Private Dining","Seating","Parking Available","Street Parking","Free off-street parking","Television","Digital Payments","Cash Only","Free Wifi","Table Service","Family style",,,,,,,,,,,,,"Africa/Nairobi","1260","720",,,,,,,"1260","720",,,"1260","720",,,"1260","720",,,"1260","720",,,"1260","720",,,"20810594","https://media-cdn.tripadvisor.com/media/photo-m/1280/23/61/18/b0/restaurant.jpg","false","false",,,"","Mombasa, Coast Province",,"Lunch","Dinner","Brunch","Late Night","Drinks",,,"Kaybees Foodjoint","3","Open Now",,"+254 715 163177","12","$$ - $$$","KES 51,883 - KES 444,708","144","68","#68 of 188 places to eat in Mombasa","5","0","0","0","0","3","3.099569797515869","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d20810594-Reviews-Kaybees_Foodjoint-Mombasa_Coast_Province.html",
"Off Mt Kenya Road, Mombasa 041 Kenya","Mombasa","Kenya","041",,"Off Mt Kenya Road",,,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","Seafood",,,,,,,,"Dinner",,,,,,,,,,,,,,,,,,,,,,,"bobby.gichohi@voyagerresorts.co.ke","Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5569473","https://media-cdn.tripadvisor.com/media/photo-o/05/10/b6/85/getlstd-property-photo.jpg","false","false","-4.03569",,"","Mombasa, Coast Province","39.715763","Dinner",,,,,,,"Smugglers Cove Seafood Restaurant Voyager","5",,,"+254 702 868430","7",,,"144","71","#71 of 188 places to eat in Mombasa","5","0","0","0","0","5","3.094618797302246","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d5569473-Reviews-Smugglers_Cove_Seafood_Restaurant_Voyager-Mombasa_Coast_Province.html","http://www.heritage-eastafrica.com"
"Links Road Nyali Centre, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Links Road","Nyali Centre",,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant","Bar",,,,,,,"Anuba brings people together. It is the place of choice for guests to meet, share and enjoy a celebration of life's moments.",,,,,,,,,,,,,,,,,,,,,,,,"anubaloungemsa@gmail.com","Restaurants",,"Seating","Serves Alcohol",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11749440","https://media-cdn.tripadvisor.com/media/photo-o/10/80/01/25/the-inner-bar.jpg","false","false","-4.021362",,"","Mombasa, Coast Province","39.71943",,,,,,,,"Anuba Lounge","58",,,"+254 707 547054","12","$$ - $$$","KES 14,824 - KES 1,482,360","144","39","#39 of 188 places to eat in Mombasa","4","5","3","8","22","20","3.2306575775146484","Sit down","RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d11749440-Reviews-Anuba_Lounge-Mombasa_Coast_Province.html","https://www.facebook.com/AnubaLounge/"
"Cement Road English Point Marina, Mombasa 80100 Kenya","Mombasa","Kenya","80100",,"Cement Road","English Point Marina",,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country",,,,,"restaurant",,,,,,,,,"Lunch","Dinner",,,,,,,,,,,,,,,,,,,,,,,"Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1560","720",,,"1560","720",,,"1560","720",,,"1560","720",,,"1560","720",,,"1560","720",,,"1560","720",,,"12592401","https://media-cdn.tripadvisor.com/media/photo-o/0f/b8/dd/5d/caption.jpg","false","false","-4.058658",,"","Mombasa, Coast Province","39.684128","Lunch","Dinner",,,,,,"The Deck Kenya","8","Open Now",,"+254 737 114094","12","$$ - $$$",,"144","89","#89 of 188 places to eat in Mombasa","4","1","1","0","3","3","3.0656163692474365",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g294210-d12592401-Reviews-The_Deck_Kenya-Mombasa_Coast_Province.html","http://www.facebook.com/pg/thedeckkenya/about"
"Serena Rd, Shanzu Opposute Prideinn Shanzu, Shanzu, Mombasa 80109 Kenya","Shanzu","Kenya","80109",,"Serena Rd, Shanzu","Opposute Prideinn Shanzu",,"1183067","Shanzu","City",,"294210","Mombasa","Municipality",,"2697615","Coast Province","Province",,"294206","Kenya","Country","restaurant","Steakhouse","African","Fast Food","Grill",,,,"Outside Restaurant & Nyama Choma","Breakfast","Lunch","Dinner",,,,,,,,,,,,,,,,,,,,,"infoatjezwill@gmail.com","Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Africa/Nairobi","1260","480",,,,,,,"1260","480",,,"1260","480",,,"1260","480",,,"1260","480",,,"1260","480",,,"23518926","https://media-cdn.tripadvisor.com/media/photo-m/1280/1d/50/5a/f6/friendly.jpg","false","false","-3.973852",,"","Shanzu, Mombasa, Coast Province","39.746853","Breakfast","Lunch","Dinner",,,,,"Smockies Restaurant & Nyama Choma","2","Open Now",,"+254 799 762648","2",,,"4","3","#3 of 4 places to eat in Shanzu","4.5","0","0","0","1","1","3.0593156814575195",,"RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g1183067-d23518926-Reviews-Smockies_Restaurant_Nyama_Choma-Shanzu_Mombasa_Coast_Province.html",
